book_name,author,book_url,img_url,rating,pages,pub_date,genres,genres_clean,synopsis,data_source,source_list,cluster_f1b,cluster_name,clusterable,mood_scored,mood,mood_secondary,emotion,emotion_secondary,emotion_conf,mood_low_conf,emo_anger,emo_disgust,emo_fear,emo_joy,emo_neutral,emo_sadness,emo_surprise
Frankenstein,Mary Wollstonecraft Shelley,http://books.google.de/books?id=pXw8MQAACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=pXw8MQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97,164.0,2016,"Frankenstein (Fictitious character)|Frankenstein's monster (Fictitious character)|Fiction|Victor Frankenstein (Fictitious character)|Scientists|Monsters|Fiction, horror|Frankenstein (fictitious character), fiction|Physicians, fiction|British fiction (fictional works by one author)|Scientists, fiction|Geneva (Switzerland), fiction|Children's fiction|Horror stories|Fiction, science fiction, general","['childrens', 'fiction', 'literary', 'mystery', 'science_fiction']","Why buy our paperbacks? Standard Font size of 10 for all books High Quality Paper Fulfilled by Amazon Expedited shipping 30 Days Money Back Guarantee BEWARE of Low-quality sellers Don't buy cheap paperbacks just to save a few dollars. Most of them use low-quality papers & binding. Their pages fall off easily. Some of them even use very small font size of 6 or less to increase their profit margin. It makes their books completely unreadable. How is this book unique? Unabridged (100% Original content) Font adjustments & biography included Illustrated About Frankenstein by Mary Wollstonecraft Shelley Frankenstein; or, The Modern Prometheus is a novel written by the English author Mary Wollstonecraft Shelley about the young science student Victor Frankenstein, who creates a grotesque but sentient creature in an unorthodox scientific experiment. Shelley started writing the story when she was eighteen, and the novel was published when she was twenty. The first edition was published anonymously in London in 1818. Shelley's name appears on the second edition, published in France in 1823. Shelley had travelled through Europe in 1814, journeying along the river Rhine in Germany with a stop in Gernsheim which is just 17 km (10 mi) away from Frankenstein Castle, where, two centuries before, an alchemist was engaged in experiments. Later, she travelled in the region of Geneva (Switzerland)-where much of the story takes place-and the topic of galvanism and other similar occult ideas were themes of conversation among her companions, particularly her lover and future husband, Percy Shelley. Mary, Percy, Lord Byron, and John Polidori decided to have a competition to see who could write the best horror story. After thinking for days, Shelley dreamt about a scientist who created life and was horrified by what he had made; her dream later evolved into the novel's story.",google_books,Best Books Ever,8.0,Literary + Classics,True,True,Contemplative,Gritty,neutral,disgust,0.6661221981048584,False,0.021292991936206818,0.12645572423934937,0.08090329170227051,0.004576512146741152,0.6661221981048584,0.014421201311051846,0.08622806519269943
Children's Literature,Pat Pinsent,https://play.google.com/store/books/details?id=OiRHEAAAQBAJ&source=gbs_api,http://books.google.com/books/content?id=OiRHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2.0,226.0,2016,Literary Criticism,['literary'],"This invaluable Guide surveys the key critical works and debates in the vibrant field of children's literature since its inception. Leading expert Pat Pinsent combines a chronological overview of developments in the genre with analysis of key theorists and theories, and subject-specific methodologies.",google_books,Best Historical Fiction,,,False,True,Contemplative,Uplifting,neutral,joy,0.9060797691345215,False,0.0062267291359603405,0.004244722425937653,0.003421229775995016,0.054365355521440506,0.9060797691345215,0.0031138132326304913,0.022548377513885498
A Court of Mist and Fury,Sarah J. Maas,https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468.jpg,4.63,626.0,2016,Fantasy|Romance|Romantasy|Young Adult|Fiction|Audiobook|Fae,"['fantasy', 'fiction', 'romance', 'young_adult']","The seductive and stunning #1 New York Times bestselling sequel to Sarah J. Maas's spellbinding A Court of Thorns and Roses .Feyre has undergone more trials than one human woman can carry in her heart. Though she's now been granted the powers and lifespan of the High Fae, she is haunted by her time Under the Mountain and the terrible deeds she performed to save the lives of Tamlin and his people.As her marriage to Tamlin approaches, Feyre's hollowness and nightmares consume her. She finds herself split into two different one who upholds her bargain with Rhysand, High Lord of the feared Night Court, and one who lives out her life in the Spring Court with Tamlin. While Feyre navigates a dark web of politics, passion, and dazzling power, a greater evil looms. She might just be the key to stopping it, but only if she can harness her harrowing gifts, heal her fractured soul, and decide how she wishes to shape her future-and the future of a world in turmoil.Bestselling author Sarah J. Maas's masterful storytelling brings this second book in her dazzling, sexy, action-packed series to new heights.",GoodReads,Best Book Boyfriends,0.0,Romance + Fantasy,True,True,Suspenseful,Melancholic,fear,sadness,0.9779072999954224,False,0.0015836592065170407,0.0022176182828843594,0.9779072999954224,0.0017397630726918578,0.003884462174028158,0.01074072252959013,0.0019265854498371482
Behind Closed Doors,B.A. Paris,https://www.goodreads.com/book/show/29437949-behind-closed-doors,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1458854462i/29437949.jpg,3.96,293.0,2016,Thriller|Fiction|Mystery|Mystery Thriller|Book Club|Audiobook|Suspense,"['contemporary', 'fiction', 'mystery']","The instant New York Times and Sunday Times bestselling debut psychological thriller.The perfect marriage? Or the perfect lie?Everyone knows a couple like Jack and Grace. He has looks and wealth; she has charm and elegance. He’s a dedicated attorney who has never lost a case; she is a flawless homemaker, a masterful gardener and cook, and dotes on her disabled younger sister. Though they are still newlyweds, they seem to have it all. You might not want to like them, but you do. You’re hopelessly charmed by the ease and comfort of their home, by the graciousness of the dinner parties they throw. You’d like to get to know Grace better.But it’s difficult, because you realize Jack and Grace are inseparable.Some might call this true love. Others might wonder why Grace never answers the phone. Or why she can never meet for coffee, even though she doesn’t work. How she can cook such elaborate meals but remain so slim. Or why she never seems to take anything with her when she leaves the house, not even a pen. Or why there are such high-security metal shutters on all the downstairs windows.Some might wonder what’s really going on once the dinner party is over, and the front door has closed.“A hair-raising debut, both unsettling and addictive… A chilling thriller that will keep you reading long into the night.” ― Mary Kubica, New York Times and USA Today bestselling author ofThe Good Girl“This is one readers won’t be able to put down.” ― Booklist (starred review)""A can’t-put-down psychological thriller.” ― Library Journal (starred review)“This debut is guaranteed to haunt you… Warning: brace yourself.” ― Bustle“The sense of believably and terror that engulfsBehind Closed Doorsdoesn't waver.” ― The Associated Press, picked up by The Washington Post“This was one of the best and most terrifying psychological thrillers I have ever read.” ― San Francisco Book Review",GoodReads,Books That Should Be Made Into Movies,2.0,Mystery + Contemporary,True,True,Suspenseful,Contemplative,fear,neutral,0.9868698716163635,False,0.0013491440331563354,0.0011880201054736972,0.9868698716163635,0.0014595683896914124,0.00401295768097043,0.001940334215760231,0.0031801576260477304
Little Black Sambo,Helen Bannerman,https://play.google.com/store/books/details?id=JSOvEAAAQBAJ&source=gbs_api,http://books.google.com/books/content?id=JSOvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.17,25.0,2016,Fiction,['fiction'],"The Story of Little Black Sambo is a children's book written and illustrated by Scottish author Helen Bannerman, and first published by Grant Richards in October 1899 as one in a series of small-format books called The Dumpy Books for Children. The story was a children's favorite for more than half a century but would become a victim of allegations of racism in the mid-20th century. Critics of the time observed that Bannerman presents one of the first black heroes in children's literature and regarded the book as positively portraying black characters in both the text and pictures, especially in comparison to the more negative books of that era that depicted blacks as simple and uncivilized. Both text and illustrations have undergone considerable revision since.",google_books,Best Books Ever,,,False,True,Gritty,Contemplative,disgust,neutral,0.5820184946060181,False,0.13469067215919495,0.5820184946060181,0.00547765614464879,0.007886403240263462,0.25790706276893616,0.007758059538900852,0.004261645954102278
Me Before You (Movie Tie-In),Jojo Moyes,http://books.google.de/books?id=SxPUCwAAQBAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=SxPUCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,5.0,402.0,2016,Fiction,['fiction'],"Taking a job as an assistant to extreme sports enthusiast Will, who is wheelchair bound after a motorcycle accident, Louisa struggles with her employer's acerbic moods and learns of his shocking plans before demonstrating to him that life is still worth living.",google_books,Best Book Boyfriends,,,False,True,Suspenseful,Twisty,fear,surprise,0.7938367128372192,False,0.007445006165653467,0.01023028139024973,0.7938367128372192,0.0695934072136879,0.01297066267579794,0.014146359637379646,0.09177757799625397
The Pursuit,Janet Evanovich,http://books.google.de/books?id=F7B5DAAAQBAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=F7B5DAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,321.0,2016,Fiction,['fiction'],"Nick Fox, international con man and a fugitive on the FBI's most wanted list, has been kidnapped from a beach front retreat in Hawaii. But the kidnapper doesn't know that Nick has been secretly working for the FBI. Nick's partner, Special Agent Kate O'Hare, takes off in pursuit of the kidnappers. The trail leads to Belgium, France, and Italy, and pits Nick against a deadly adversary: Dragan Kovic, an ex-Serbian military officer, who is planning a crime that will net millions and cost thousands of American lives. Nick and Kate mount the most risky and audacious con they've ever attempted in an effort to stop Kovic from launching a catastrophe of epic proportions.",google_books,Best Book Boyfriends,,,False,True,Suspenseful,Contemplative,fear,neutral,0.5350343585014343,False,0.15921181440353394,0.03563322499394417,0.5350343585014343,0.003631515195593238,0.16736793518066406,0.0879935696721077,0.011127584613859653
The Cheat Code,Misba,https://www.goodreads.com/book/show/60743324-the-cheat-code,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1691643058i/60743324.jpg,4.72,320.0,2016,Fantasy|Science Fiction Fantasy|Science Fiction|Post Apocalyptic|Adventure|Dark|Adult,"['adventure', 'fantasy', 'fiction', 'science_fiction']","After the terrible encounters with the war heroes, the Intuitionist is on the verge of breaking all promises she gave to her friends and her family. Worse: both the war heroes might become aware of her power—her intuition, for she is their shortcut, their cheat code.As the Monk looks into the Oldest Dance, he nearly discovers the first language of mankind, or perhaps, the first language on earth. It could take him to the Source, he believes. But he can't do that without the Devil's Book--the book that now belongs to the Mesmerizer.Soon enough, they realize that none may find what they seek unless they have the power to guess things right. Soon enough, they know who might be their Cheat Code to achieve it all.And thus, the Intuitionist fights the whispers of the ones withvoice. Her purpose calls her, but she has her life to deal with--a life that is too trivial compared to the ones who want herhome. And it's not easy when she must handle all promises she has made, not when the oldest dance of the universe whispers in her dreams and when the Devil's Book calls her still.In a world of voice where High Grades are too proud to lie, a promise made verbally is stronger than a red seal. So she must leave her mother's nest while keeping her promises, and in her journey, she must be aware of the whispers of the war heroes.",GoodReads,Best Dystopian and Post-Apocalyptic Fiction,5.0,Fantasy + Science Fiction,True,True,Gritty,Suspenseful,disgust,fear,0.627123236656189,False,0.07606279104948044,0.627123236656189,0.23006701469421387,0.0013624561252072453,0.03860959783196449,0.023500457406044006,0.0032744116615504026
The Japanese Lover,Isabel Allende,http://books.google.de/books?id=RNmODAAAQBAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=RNmODAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.6,336.0,2016,Fiction,['fiction'],"""From internationally bestselling author Isabel Allende comes an exquisitely crafted love story and multigenerational epic that sweeps from present-day San Francisco to Poland and the United States during WWII. In 1939, as Poland falls under the shadow of the Nazis and the world goes to war, young Alma Belasco's parents send her away to live in safety with an aunt and uncle in their opulent mansion in San Francisco. There she meets Ichimei Fukuda, the son of the family's Japanese gardener, and between them a tender love blossoms. Following Pearl Harbor, the two are cruelly pulled apart when Ichimei and his family - like thousands of Japanese Americans - are declared enemies by the US government and relocated to internment camps. Throughout their lifetimes, Alma and Ichimei reunite again and again, but theirs is a love they are forever forced to hide from the world. Decades later, Alma is nearing the end of her long and eventful life. Irina Bazili, a care worker struggling to come to terms with her own troubled past, meets the older woman and her grandson, Seth, at Lark House nursing home. As Irina and Seth forge a friendship, they become intrigued by a series of mysterious gifts and letters sent to Alma, and learn about Ichimei and this extraordinary secret passion that has endured for nearly seventy years. ""--",google_books,Best Book Boyfriends,,,False,True,Contemplative,Melancholic,neutral,sadness,0.41165828704833984,False,0.011395934037864208,0.05874301865696907,0.09783563017845154,0.1277187317609787,0.41165828704833984,0.28358039259910583,0.009068050421774387
Pretty Girls,Karin Slaughter,https://www.goodreads.com/book/show/25574782-pretty-girls,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1432205734i/25574782.jpg,4.0,432.0,2015,Thriller|Mystery|Mystery Thriller|Fiction|Audiobook|Crime|Book Club,"['contemporary', 'fiction', 'mystery']","Twenty years ago Claire Scott's eldest sister, Julia, went missing. No one knew where she went - no note, no body. It was a mystery that was never solved and it tore her family apart.Now another girl has disappeared, with chilling echoes of the past. And it seems that she might not be the only one.Claire is convinced Julia's disappearance is linked.But when she begins to learn the truth about her sister, she is confronted with a shocking discovery, and nothing will ever be the same...",GoodReads,Books That Should Be Made Into Movies,2.0,Mystery + Contemporary,True,True,Suspenseful,Twisty,fear,surprise,0.7099093198776245,False,0.01989668235182762,0.005309938918799162,0.7099093198776245,0.0020821653306484222,0.02253122441470623,0.030145123600959778,0.21012555062770844
The Little Paris Bookshop,Nina George,http://books.google.de/books?id=6_lQvwEACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=6_lQvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,0.0,2015,Fiction,['fiction'],"Translated from the German by Simon Pare, this is an internationally bestselling novel about the distance one man will travel for the sake of love and friendship. With appeal to fans of }The Elegance Of The Hedgehog{ and }The Unlikely Pilgrimmage Of Harold Fry{. The international bestseller, translated from the German by Simon Pare. On a beautifully restored barge on the Seine, Jean Perdu runs a bookshop; or rather a 'literary apothecary', for this bookseller possesses a rare gift for sensing which books will soothe the troubled souls of his customers. The only person he is unable to cure, it seems, is himself. He has nursed a broken heart ever since the night, twenty-one years ago, when the love of his life fled Paris, leaving behind a handwritten letter that he has never dared read. His memories and his love have been gathering dust - until now. The arrival of an enigmatic new neighbour in his eccentric apartment building on Rue Montagnard inspires Jean to unlock his heart, unmoor the floating bookshop and set off for Provence, in search of the past and his beloved.",google_books,Best Book Boyfriends,,,False,True,Melancholic,Contemplative,sadness,neutral,0.6490813493728638,False,0.007837831042706966,0.016499266028404236,0.03681169077754021,0.07123558223247528,0.20376163721084595,0.6490813493728638,0.014772635884582996
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,http://books.google.de/books?id=LUX_jgEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=LUX_jgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95,62.0,2015,Fiction|Physicians|Physicians in fiction|Multiple personality in fiction|Multiple personality|Self-experimentation in medicine in fiction|Self-experimentation in medicine|Ficción|Médicos|Novela de terror|Personalidad múltiple|Supernatural in fiction|Supernatural|Horror stories|Horror fiction,"['fiction', 'mystery']","The gripping novel of a London lawyer who investigates strange occurrences surrounding his old friend, Dr. Henry Jekyll, and the misanthropic Mr. Edward Hyde.The work is known for its vivid portrayal of a split personality, split in the sense that within the same person there is both an apparently good and an evil personality each being quite distinct from the other.Description Notice: This Book is published by Historical Books Limited (www.publicdomain.org.uk) as a Public Domain Book, if you have any inquiries, requests or need any help you can just send an email to publications@publicdomain.org.ukThis book is found as a public domain and free book based on various online catalogs, if you think there are any problems regard copyright issues please contact us immediately via DMCA@publicdomain.org.uk",google_books,Best Books Ever,,,False,True,Contemplative,Suspenseful,neutral,fear,0.8036084175109863,False,0.00991571880877018,0.027706198394298553,0.07540461421012878,0.04151010140776634,0.8036084175109863,0.012260111048817635,0.02959483675658703
Heromice,Geronimo Stilton Staff,http://books.google.de/books?id=MQESswEACAAJ&dq=subject:adventure&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=MQESswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5,128.0,2015,adventure|fiction,"['adventure', 'fiction']",The fourth Heromice adventure!,google_books,Books That Should Be Movies,,,False,False,,,nan,nan,,False,,,,,,,
The V Girl: A Coming of Age Story,Mya Robarts,https://www.goodreads.com/book/show/25437891-the-v-girl,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1688009281i/25437891.jpg,3.95,340.0,2015,Romance|Coming Of Age|Young Adult|Dystopia|Love|War|Fiction,"['fiction', 'historical', 'romance', 'science_fiction', 'young_adult']","Romance set in a dystopian futureIn post-apocalyptic North America two emerging nations are at war and sexual slavery is legal. Lila Velez desperately wants to lose her virginity before the troops visit her town and take it away by force. She makes plans to seduce her only friend. Lila does not love him, but he is the only man who has shown her true affection, an affection she is willing to take as a substitute for love.Lila hides a secret that will bring her closer to Aleksey Fürst, a foreign, broody man who she distrusts because of his links to the troops and his rough, yet irresistible appearance. He offers Lila an alternative to her plans, a possibility that terrifies her…and tempts her in spite of herself.With threats looming at every turn and no way to escape, Lila fears that falling in love will only lead to more heartache. The consequences of laying down her arms for Aleksey and welcoming hope might destroy more than her heart. They might force her to face the worst of her nightmares becoming a reality. Is love possible in a world that has forgotten what the human touch is?",GoodReads,Best Dystopian and Post-Apocalyptic Fiction,0.0,Romance + Fantasy,True,True,Suspenseful,Intense,fear,anger,0.8723692893981934,False,0.04520653560757637,0.02288423851132393,0.8723692893981934,0.0022564257960766554,0.02795104682445526,0.02650805003941059,0.002824498573318124
The Girl on the Train,Paula Hawkins,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1748242265i/22557272.jpg,3.96,336.0,2015,Fiction|Mystery|Thriller|Book Club|Mystery Thriller|Crime|Suspense,"['contemporary', 'fiction', 'mystery']","Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She’s even started to feel like she knows the people who live in one of the houses. “Jess and Jason,” she calls them. Their life—as she sees it—is perfect. If only Rachel could be that happy. And then she sees something shocking. It’s only a minute until the train moves on, but it’s enough. Now everything’s changed. Now Rachel has a chance to become a part of the lives she’s only watched from afar. Now they’ll see; she’s much more than just the girl on the train...An alternative cover edition for this ISBN can be foundhere.",GoodReads,Books That Everyone Should Read At Least Once,2.0,Mystery + Contemporary,True,True,Twisty,Suspenseful,surprise,fear,0.8963438868522644,False,0.011210487224161625,0.005457420367747545,0.058590881526470184,0.004337082151323557,0.02175525389611721,0.0023050461895763874,0.8963438868522644
The Nightingale,Kristin Hannah,https://www.goodreads.com/book/show/21853621-the-nightingale,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621.jpg,4.65,564.0,2015,Historical Fiction|Fiction|Book Club|Historical|Audiobook|World War II|War,"['contemporary', 'fiction', 'historical']","In love we find out who we want to be. In war we find out who we are.France, 1939In the quiet village of Carriveau, Vianne Mauriac says goodbye to her husband, Antoine, as he heads for the Front. She doesn't believe that the Nazis will invade France…but invade they do, in droves of marching soldiers, in caravans of trucks and tanks, in planes that fill the skies and drop bombs upon the innocent. When a German captain requisitions Vianne's home, she and her daughter must live with the enemy or lose everything. Without food or money or hope, as danger escalates all around them, she is forced to make one impossible choice after another to keep her family alive.Vianne's sister, Isabelle, is a rebellious eighteen-year-old, searching for purpose with all the reckless passion of youth. While thousands of Parisians march into the unknown terrors of war, she meets Gäetan, a partisan who believes the French can fight the Nazis from within France, and she falls in love as only the young can…completely. But when he betrays her, Isabelle joins the Resistance and never looks back, risking her life time and again to save others.With courage, grace, and powerful insight, bestselling author Kristin Hannah captures the epic panorama of World War II and illuminates an intimate part of history seldom seen: the women's war.The Nightingaletells the stories of two sisters, separated by years and experience, by ideals, passion and circumstance, each embarking on her own dangerous path toward survival, love, and freedom in German-occupied, war-torn France―a heartbreakingly beautiful novel that celebrates the resilience of the human spirit and the durability of women. It is a novel for everyone, a novel for a lifetime.",GoodReads,Best Historical Fiction,7.0,Contemporary + Historical,True,True,Melancholic,Suspenseful,sadness,fear,0.5039981603622437,False,0.009062874130904675,0.009066552855074406,0.39337843656539917,0.029903562739491463,0.0394093357026577,0.5039981603622437,0.015180996619164944
Wages of Death: Shadow for Hire Series -,Peter Last,http://books.google.de/books?id=7zvpjgEACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=7zvpjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2.0,328.0,2015,Fiction,['fiction'],"Everything has its price; even death. For Leopold and his friends, a group known as The Shadow, assassination, theft, and espionage are nothing personal; they're just part of the job. Their skills go to the highest bidder no matter the assignment, making The Shadow the most notorious collection of criminals in the realm. As long as the money is good, they never ask questions; however, as the jobs get personal, Leopold's walls against his reservations begin to buckle. Anything for the money"" is The Shadow's motto and their leader's favorite saying, but how long can money continue to pay off their consciences? Join the Shadow in an episodic journey of danger and adventure as they struggle between money and morality, asking the question, is it worth gaining the world at the cost of your soul?",google_books,Young Adult,,,False,True,Contemplative,Intense,neutral,anger,0.3997797966003418,True,0.28603312373161316,0.1819731444120407,0.11023597419261932,0.0036059583071619272,0.3997797966003418,0.014107964932918549,0.004264041315764189
Devoted in Death HB,J. D. Robb,http://books.google.de/books?id=oeHGrQEACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=oeHGrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.307692307692307,0.0,2015,"Dallas, Eve (Fictitious character)",['fiction'],Eve Dallas tracks a young couple whose heated passion for each other is fueled by cold brutality.,google_books,Best Book Boyfriends,,,False,True,Intense,Gritty,anger,disgust,0.72013258934021,False,0.72013258934021,0.23953339457511902,0.004368545487523079,0.0010357695864513516,0.02706405147910118,0.006403379142284393,0.0014622005401179194
Jane Eyre (French Edition),Charlotte Brontë,http://books.google.de/books?id=_DUKjwEACAAJ&dq=subject:classics&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=_DUKjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16,474.0,2015,Classics|Fiction|Romance|Gothic|Historical Fiction|Literature|Historical,"['classics', 'fiction', 'historical', 'literary', 'romance']","EDITION INTEGRALE EXCEPTIONNELLE Plongez dans la lecture d'un des plus grands chefs-d'oeuvre de la litt�rature dans une tr�s belle �dition broch�e. Charlotte Bront� (1816-1855) �tait une romanci�re et po�te Anglaise. Jane Eyre �tait son premier roman publi�, diffus� en France en 1854 sous le titre ""Jane Eyre ou M�moires d'une gouvernante"", avec le nom de plume �Currer Bell�. Son succ�s est imm�diat. Charlotte Bront� est consid�r�e comme l'un des �crivains les plus accomplis de la langue Anglaise. Orpheline d�s son plus jeune �ge, Jane Eyre vit une enfance malheureuse et presque sans amour. � dix-huit ans elle devient institutrice au ch�teau de Thornfield. Tomb�e amoureuse de son riche propri�taire, Edward Rochester, son int�grit� morale l'emp�che de devenir sa ma�tresse et elle ne reviendra vers lui que lorsque son �pouse d�c�de. L'histoire de Jane Eyre transcende le m�lodrame et d�peint la qu�te passionn�e d'une vie plus grande et plus ais�e que ce que la soci�t� Victorienne permet traditionnellement aux femmes. Ce roman captivant est un incontournable de la litt�rature classique et ravira les lecteurs de tous �ges. Retrouvez dans la m�me collection broch�e, un chef-d'oeuvre de la soeur de Charlotte Bront�, �dit� par Atlantic Editions: Les Hauts de Hurlevent par Emily Bront�",google_books,Books You Should Read,3.0,"Historical, Classics",True,True,Contemplative,Uplifting,neutral,joy,0.35914650559425354,True,0.08434043824672699,0.14353600144386292,0.07089174538850784,0.21264904737472534,0.35914650559425354,0.09673269093036652,0.03270360827445984
Shirley,Charlotte Brontë,http://books.google.de/books?id=5NLODgAAQBAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=5NLODgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11,768.0,2015,Fiction,['fiction'],"Charlotte Brontë followed up the very successful publication of Jane Eyre with Shirley, a social chronicle of England during the Napoleonic wars and Luddite revolts of 1811-12. The novel contrasts two very different characters: Caroline Helstone and Shirley Keeldar; one is trapped in a life devoid of privilege, the other set free by sudden wealth. Sayre Street Books offers the world's greatest literature in easy to navigate, beautifully designed digital editions.",google_books,Best Books Ever,,,False,True,Contemplative,Twisty,neutral,surprise,0.7963092923164368,False,0.014484979212284088,0.008860242553055286,0.037075795233249664,0.026244202628731728,0.7963092923164368,0.005183082073926926,0.11184240877628326
A Court of Thorns and Roses,Sarah J. Maas,http://books.google.de/books?id=GMUJCAAAQBAJ&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=GMUJCAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,5.0,433.0,2015,Fiction,['fiction'],"A gorgeously written tale as lush and romantic as it is ferocious ... Absolutely spellbinding - New York Times bestselling author Alexandra BrackenFeyre is a huntress. And when she sees a deer in the forest being pursued by a wolf, she kills the predator and takes its prey to feed herself and her sisters. But the wolf was not what it seemed, and Feyre cannot predict the high price she will have to pay for its death ...Dragged away from her family for the murder of a faerie, Feyre discovers that her captor, his face obscured by a jewelled mask, is hiding even more than his piercing green eyes suggest. As Feyre's feelings for Tamlin turn from hostility to passion, she learns that the faerie lands are a far more dangerous place than she realized. And Feyre must fight to break an ancient curse, or she will lose him forever.Sarah J. Maas is a global #1 bestselling author. Her books have sold more than nine million copies and been translated into 37 languages. Discover the sweeping romantic fantasy for yourself.Contains mature content. Not suitable for younger readers.",google_books,Best Epic Fantasy,,,False,True,Suspenseful,Intense,fear,anger,0.2892758250236511,True,0.21397919952869415,0.19965213537216187,0.2892758250236511,0.02982114814221859,0.19633321464061737,0.06000826135277748,0.010930260643362999
You,Caroline Kepnes,https://www.goodreads.com/book/show/36430011-you,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1549463282i/36430011.jpg,3.96,464.0,2014,Thriller|Fiction|Mystery|Mystery Thriller|Contemporary|Audiobook|Suspense,"['contemporary', 'fiction', 'mystery']","When a beautiful, aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone would do: he Googles the name on her credit card.There is only one Guinevere Beck in New York City. She has a public Facebook account and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown University, she lives on Bank Street, and she’ll be at a bar in Brooklyn tonight—the perfect place for a “chance” meeting.As Joe invisibly and obsessively takes control of Beck’s life, he orchestrates a series of events to ensure Beck finds herself in his waiting arms. Moving from stalker to boyfriend, Joe transforms himself into Beck’s perfect man, all while quietly removing the obstacles that stand in their way—even if it means murder.A terrifying exploration of how vulnerable we all are to stalking and manipulation.",GoodReads,Books That Should Be Made Into Movies,2.0,Mystery + Contemporary,True,True,Suspenseful,Contemplative,fear,neutral,0.9413226246833801,False,0.006075795739889145,0.003929418046027422,0.9413226246833801,0.002499590627849102,0.032996878027915955,0.002248465782031417,0.010927178896963596
